internal_player_id,official_fantasy_player_id,name,country,official_fantasy_position,official_price,qualifier_matches_available,qualifier_minutes,qualifier_starts,qualifier_goals,qualifier_assists,qualifier_clean_sheets,qualifier_cards,recent_nt_minutes,recent_nt_starts,recent_nt_role,last_nt_start_date,set_piece_role,penalty_role,corner_role,free_kick_role,usage_source,usage_source_url,usage_source_checked,usage_confidence,data_quality_flags,notes
ecuador-john-yeboah,414,John Yeboah,Ecuador,MID,5.1,9,363,3,0,0,7,0,363,3,squad_depth,2025-06-11T01:30:00Z,,,,,oneFootballQualifierStats,data/oneFootballQualifierRosterSeasonStats.json,2026-05-31,low,low_role_confidence|estimated_qualifier_minutes,Qualifier usage carried from existing national-team/OneFootball qualifier data; minutes may be estimated from lineup and substitution clocks.
ecuador-kevin-rodriguez,415,Kevin Rodríguez,Ecuador,FWD,4.9,16,544,5,1,0,11,0,544,5,rotation_starter,2025-06-11T01:30:00Z,,,,,oneFootballQualifierStats,data/oneFootballQualifierRosterSeasonStats.json,2026-05-31,high,estimated_qualifier_minutes,Qualifier usage carried from existing national-team/OneFootball qualifier data; minutes may be estimated from lineup and substitution clocks.
ecuador-alan-minda,416,Alan Minda,Ecuador,FWD,4.9,8,312,4,1,0,8,0,312,4,rotation_starter,2025-06-05T23:00:00Z,,,,,oneFootballQualifierStats,data/oneFootballQualifierRosterSeasonStats.json,2026-05-31,high,position_conflict|estimated_qualifier_minutes,Qualifier usage carried from existing national-team/OneFootball qualifier data; minutes may be estimated from lineup and substitution clocks. Official fantasy position differs from existing model position and is preserved as active future fantasy position.
ecuador-jordy-caicedo,417,Jordy Caicedo,Ecuador,FWD,4.9,2,58,1,0,0,1,0,58,1,rotation_starter,2023-10-12T23:00:00Z,,,,,oneFootballQualifierStats,data/oneFootballQualifierRosterSeasonStats.json,2026-05-31,high,estimated_qualifier_minutes,Qualifier usage carried from existing national-team/OneFootball qualifier data; minutes may be estimated from lineup and substitution clocks.
ecuador-john-mercado,419,John Mercado,Ecuador,FWD,4.4,4,109,1,0,0,2,1,109,1,squad_depth,2024-09-10T21:00:00Z,,,,,oneFootballQualifierStats,data/oneFootballQualifierRosterSeasonStats.json,2026-05-31,low,low_role_confidence|estimated_qualifier_minutes,Qualifier usage carried from existing national-team/OneFootball qualifier data; minutes may be estimated from lineup and substitution clocks.
ecuador-anthony-valencia,420,Anthony Valencia,Ecuador,MID,4.2,,,,,,,,,,squad_depth,,,,,,,,2026-05-31,missing,position_conflict|missing_usage|source_gap|missing_role_confidence,No qualifier or national-team usage row found in inspected sources. Official fantasy position differs from existing model position and is preserved as active future fantasy position.
ecuador-jeremy-arevalo,421,Jeremy Arévalo,Ecuador,FWD,4,,,,,,,,,,unclear,,,,,,,,2026-05-31,missing,missing_usage|source_gap|missing_role_confidence,No qualifier or national-team usage row found in inspected sources.
ecuador-hernan-galindez,423,Hernán Galíndez,Ecuador,GK,4.2,12,1080,12,0,0,8,0,1080,12,locked_starter,2025-09-09T23:00:00Z,,,,,oneFootballQualifierStats,data/oneFootballQualifierRosterSeasonStats.json,2026-05-31,high,estimated_qualifier_minutes,Qualifier usage carried from existing national-team/OneFootball qualifier data; minutes may be estimated from lineup and substitution clocks.
ecuador-moises-ramirez,424,Moisés Ramírez,Ecuador,GK,3.9,2,180,2,0,0,1,0,180,2,squad_depth,2023-10-17T23:30:00Z,,,,,oneFootballQualifierStats,data/oneFootballQualifierRosterSeasonStats.json,2026-05-31,high,estimated_qualifier_minutes,Qualifier usage carried from existing national-team/OneFootball qualifier data; minutes may be estimated from lineup and substitution clocks.
ecuador-gonzalo-valle,425,Gonzalo Valle,Ecuador,GK,3.6,2,180,2,0,0,2,0,180,2,squad_depth,2025-06-11T01:30:00Z,,,,,oneFootballQualifierStats,data/oneFootballQualifierRosterSeasonStats.json,2026-05-31,high,estimated_qualifier_minutes,Qualifier usage carried from existing national-team/OneFootball qualifier data; minutes may be estimated from lineup and substitution clocks.
ecuador-kendry-paez,427,Kendry Páez,Ecuador,MID,5.2,12,651,8,1,1,9,1,651,8,rotation_starter,2025-09-04T23:30:00Z,,,,,oneFootballQualifierStats,data/oneFootballQualifierRosterSeasonStats.json,2026-05-31,high,estimated_qualifier_minutes,Qualifier usage carried from existing national-team/OneFootball qualifier data; minutes may be estimated from lineup and substitution clocks.
ecuador-alan-franco,428,Alan Franco,Ecuador,MID,5.6,13,1073,12,0,2,11,3,1073,12,locked_starter,2025-09-09T23:00:00Z,,,,,oneFootballQualifierStats,data/oneFootballQualifierRosterSeasonStats.json,2026-05-31,high,estimated_qualifier_minutes,Qualifier usage carried from existing national-team/OneFootball qualifier data; minutes may be estimated from lineup and substitution clocks.
ecuador-pedro-vite,429,Pedro Vite,Ecuador,MID,5.2,9,698,8,0,2,8,1,698,8,likely_starter,2025-09-09T23:00:00Z,,,,,oneFootballQualifierStats,data/oneFootballQualifierRosterSeasonStats.json,2026-05-31,high,estimated_qualifier_minutes,Qualifier usage carried from existing national-team/OneFootball qualifier data; minutes may be estimated from lineup and substitution clocks.
ecuador-moises-caicedo,430,Moisés Caicedo,Ecuador,MID,6.8,16,1440,16,0,3,11,5,1440,16,locked_starter,2025-09-09T23:00:00Z,,,,,oneFootballQualifierStats,data/oneFootballQualifierRosterSeasonStats.json,2026-05-31,high,estimated_qualifier_minutes,Qualifier usage carried from existing national-team/OneFootball qualifier data; minutes may be estimated from lineup and substitution clocks.
egypt-marwan-attia,432,Marwan Attia Fahim Ghallab,Egypt,MID,4.3,8,619,7,0,2,6,4,619,7,likely_starter,2025-10-08T16:00:00Z,,,,,oneFootballQualifierStats,data/oneFootballQualifierRosterSeasonStats.json,2026-05-31,medium,estimated_qualifier_minutes,Qualifier usage carried from existing national-team/OneFootball qualifier data; minutes may be estimated from lineup and substitution clocks.
thin-17-ahmed-mostafa-mohamed-sayed,433,Ahmed Mostafa Mohamed Sayed,Egypt,MID,4.3,,,,,,,,,,unclear,,,,,,,,2026-05-31,thin_profile_missing,thin_profile|thin_profile_missing|missing_usage|source_gap|missing_role_confidence,Thin profile; no source-backed national-team usage found in current internal data. No qualifier or national-team usage row found in inspected sources.
egypt-hamdi-fathi,434,Hamdi Fathy Abdelhalim Abdel Fattah,Egypt,MID,4.4,8,548,6,0,1,6,2,548,6,rotation_starter,2025-10-08T16:00:00Z,,,,,oneFootballQualifierStats,data/oneFootballQualifierRosterSeasonStats.json,2026-05-31,medium,estimated_qualifier_minutes,Qualifier usage carried from existing national-team/OneFootball qualifier data; minutes may be estimated from lineup and substitution clocks.
egypt-emam-ashour,435,Emam Ashour Metwally Abdel Ghany,Egypt,MID,4.6,2,103,1,0,0,0,0,103,1,rotation_starter,2024-06-06T19:00:00Z,,,,,oneFootballQualifierStats,data/oneFootballQualifierRosterSeasonStats.json,2026-05-31,medium,estimated_qualifier_minutes,Qualifier usage carried from existing national-team/OneFootball qualifier data; minutes may be estimated from lineup and substitution clocks.
egypt-mahmoud-saber,436,Mahmoud Saber Abdelmohsen Hassan,Egypt,MID,4.9,4,44,0,0,0,4,1,44,0,squad_depth,,,,,,oneFootballQualifierStats,data/oneFootballQualifierRosterSeasonStats.json,2026-05-31,medium,estimated_qualifier_minutes,Qualifier usage carried from existing national-team/OneFootball qualifier data; minutes may be estimated from lineup and substitution clocks.
egypt-mohamed-abdelmonem,437,Mohamed Abdelmonem El Sayed Mohamed Ahmed,Egypt,DEF,4,6,495,6,0,0,4,1,495,6,likely_starter,2025-03-25T19:00:00Z,,,,,oneFootballQualifierStats,data/oneFootballQualifierRosterSeasonStats.json,2026-05-31,medium,estimated_qualifier_minutes,Qualifier usage carried from existing national-team/OneFootball qualifier data; minutes may be estimated from lineup and substitution clocks.
egypt-ahmed-fatouh,438,Ahmed Mohamed Abou El Fotouh Mohamed,Egypt,DEF,3.9,1,90,1,0,2,1,0,90,1,likely_starter,2023-11-16T16:00:00Z,,,,,oneFootballQualifierStats,data/oneFootballQualifierRosterSeasonStats.json,2026-05-31,medium,estimated_qualifier_minutes,Qualifier usage carried from existing national-team/OneFootball qualifier data; minutes may be estimated from lineup and substitution clocks.
egypt-mohamed-hany,439,Mohamed Hany Gamal El Demerdash,Egypt,DEF,3.6,9,762,9,0,0,7,1,762,9,likely_starter,2025-10-12T19:00:00Z,,,,,oneFootballQualifierStats,data/oneFootballQualifierRosterSeasonStats.json,2026-05-31,medium,estimated_qualifier_minutes,Qualifier usage carried from existing national-team/OneFootball qualifier data; minutes may be estimated from lineup and substitution clocks.
thin-17-ramy-hisham-abdel-aziz-mostafa-rabia,440,Ramy Hisham Abdel Aziz Mostafa Rabia,Egypt,DEF,3.6,,,,,,,,,,unclear,,,,,,,,2026-05-31,thin_profile_missing,thin_profile|thin_profile_missing|missing_usage|source_gap|missing_role_confidence,Thin profile; no source-backed national-team usage found in current internal data. No qualifier or national-team usage row found in inspected sources.
egypt-hossam-abdelmagid,441,Hossam Abdelmaguid Abdelsalam Abdelmaguid,Egypt,DEF,3.6,,,,,,,,,,unclear,,,,,,,,2026-05-31,missing,missing_usage|source_gap|missing_role_confidence,No qualifier or national-team usage row found in inspected sources.
egypt-tarek-alaa,442,Tarek Alaa El Gebaly,Egypt,DEF,3.5,,,,,,,,,,unclear,,,,,,,,2026-05-31,missing,missing_usage|source_gap|missing_role_confidence,No qualifier or national-team usage row found in inspected sources.
egypt-yasser-ibrahim,444,Yasser Ahmed Ibrahim El Hanafi,Egypt,DEF,3.5,1,90,1,0,0,1,0,90,1,likely_starter,2025-10-12T19:00:00Z,,,,,oneFootballQualifierStats,data/oneFootballQualifierRosterSeasonStats.json,2026-05-31,medium,estimated_qualifier_minutes,Qualifier usage carried from existing national-team/OneFootball qualifier data; minutes may be estimated from lineup and substitution clocks.
egypt-omar-marmoush,445,Omar Khaled Mohamed Abdelsalam Marmoush,Egypt,FWD,7.8,6,344,5,1,0,6,0,344,5,likely_starter,2025-09-09T16:00:00Z,club_set_piece_context_available,club_penalty_order_2,club_corner_indirect_fk_order_4,club_direct_fk_order_1,oneFootballQualifierStats,data/oneFootballQualifierRosterSeasonStats.json,2026-05-31,high,estimated_qualifier_minutes,"Qualifier usage carried from existing national-team/OneFootball qualifier data; minutes may be estimated from lineup and substitution clocks. Set-piece columns carry existing club-performance order hints, not official national-team set-piece duties."
egypt-mahmoud-hassan-trezeguet,447,Mahmoud Ahmed Ibrahim Hassan,Egypt,FWD,5.6,,,,,,,,,,unclear,,,,,,,,2026-05-31,missing,join_gap_fixed|position_conflict|missing_usage|source_gap|missing_role_confidence,Identity join gap fixed by source-backed official import display-name evidence; usage context is joined through the confirmed internal player ID. No qualifier or national-team usage row found in inspected sources. Official fantasy position differs from existing model position and is preserved as active future fantasy position.
thin-17-haissem-hassan,448,Haissem Hassan,Egypt,FWD,4.6,,,,,,,,,,unclear,,,,,,,,2026-05-31,thin_profile_missing,thin_profile|thin_profile_missing|missing_usage|source_gap|missing_role_confidence,Thin profile; no source-backed national-team usage found in current internal data. No qualifier or national-team usage row found in inspected sources.
egypt-mohamed-el-shenawy,451,Mohamed El Sayed Mohamed El Shenawy Gomaa,Egypt,GK,3.6,9,783,9,0,0,7,0,783,9,likely_starter,2025-10-08T16:00:00Z,,,,,oneFootballQualifierStats,data/oneFootballQualifierRosterSeasonStats.json,2026-05-31,medium,estimated_qualifier_minutes,Qualifier usage carried from existing national-team/OneFootball qualifier data; minutes may be estimated from lineup and substitution clocks.
egypt-el-mahdy-soliman,452,El Mahdy Mohamed Soliman Ibrahim,Egypt,GK,3.6,,,,,,,,,,unclear,,,,,,,,2026-05-31,missing,missing_usage|source_gap|missing_role_confidence|goalkeeper_without_role_confidence,No qualifier or national-team usage row found in inspected sources.
egypt-mostafa-shobeir,453,Mostafa Ahmed Abdelaziz Mohamed Shobeir,Egypt,GK,3.5,1,27,0,0,0,1,0,27,0,squad_depth,,,,,,oneFootballQualifierStats,data/oneFootballQualifierRosterSeasonStats.json,2026-05-31,medium,estimated_qualifier_minutes,Qualifier usage carried from existing national-team/OneFootball qualifier data; minutes may be estimated from lineup and substitution clocks.
egypt-mohamed-alaa,454,Mohamed Alaa,Egypt,GK,3.5,,,,,,,,,,unclear,,,,,,,,2026-05-31,missing,missing_usage|source_gap|missing_role_confidence|goalkeeper_without_role_confidence,No qualifier or national-team usage row found in inspected sources.
thin-17-mohanad-mostafa-ahmed-abdelmonem-lasheen,455,Mohanad Mostafa Ahmed Abdelmonem Lasheen,Egypt,MID,5.3,,,,,,,,,,unclear,,,,,,,,2026-05-31,thin_profile_missing,thin_profile|thin_profile_missing|missing_usage|source_gap|missing_role_confidence,Thin profile; no source-backed national-team usage found in current internal data. No qualifier or national-team usage row found in inspected sources.
egypt-ibrahim-adel,456,Ibrahim Adel Ali Mohamed Hassan,Egypt,MID,5.9,5,219,2,1,0,3,0,219,2,rotation_starter,2025-10-12T19:00:00Z,,,,,oneFootballQualifierStats,data/oneFootballQualifierRosterSeasonStats.json,2026-05-31,high,position_conflict|estimated_qualifier_minutes,Qualifier usage carried from existing national-team/OneFootball qualifier data; minutes may be estimated from lineup and substitution clocks. Official fantasy position differs from existing model position and is preserved as active future fantasy position.
england-nico-oreilly,457,Nico O'Reilly,England,DEF,4.7,2,180,2,0,0,2,0,180,2,locked_starter,2025-11-16T17:00:00Z,,,,,uefaEuropeanQualifiersStats,data/playerNationalTeamPerformance.json,2026-05-31,high,estimated_qualifier_minutes,Qualifier usage carried from existing national-team/OneFootball qualifier data; minutes may be estimated from lineup and substitution clocks.
england-tino-livramento,459,Tino Livramento,England,DEF,4.6,2,113,1,0,0,2,0,113,1,rotation_starter,2025-09-09T18:45:00Z,,,,,uefaEuropeanQualifiersStats,data/playerNationalTeamPerformance.json,2026-05-31,high,estimated_qualifier_minutes,Qualifier usage carried from existing national-team/OneFootball qualifier data; minutes may be estimated from lineup and substitution clocks.
england-marc-guehi,461,Marc Guéhi,England,DEF,5.1,3,256,3,1,1,3,0,256,3,locked_starter,2025-09-09T18:45:00Z,,,,,uefaEuropeanQualifiersStats,data/playerNationalTeamPerformance.json,2026-05-31,high,estimated_qualifier_minutes,Qualifier usage carried from existing national-team/OneFootball qualifier data; minutes may be estimated from lineup and substitution clocks.
england-dan-burn,462,Dan Burn,England,DEF,4.5,5,380,4,0,0,5,1,380,4,rotation_starter,2025-11-16T17:00:00Z,,,,,uefaEuropeanQualifiersStats,data/playerNationalTeamPerformance.json,2026-05-31,high,estimated_qualifier_minutes,Qualifier usage carried from existing national-team/OneFootball qualifier data; minutes may be estimated from lineup and substitution clocks.
england-ezri-konsa,463,Ezri Konsa,England,DEF,4.8,7,554,6,1,0,7,1,554,6,locked_starter,2025-11-13T19:45:00Z,,,,,uefaEuropeanQualifiersStats,data/playerNationalTeamPerformance.json,2026-05-31,high,estimated_qualifier_minutes,Qualifier usage carried from existing national-team/OneFootball qualifier data; minutes may be estimated from lineup and substitution clocks.
england-john-stones,466,John Stones,England,DEF,4.6,3,250,3,0,1,3,0,250,3,rotation_starter,2025-11-16T17:00:00Z,,,,,uefaEuropeanQualifiersStats,data/playerNationalTeamPerformance.json,2026-05-31,high,estimated_qualifier_minutes,Qualifier usage carried from existing national-team/OneFootball qualifier data; minutes may be estimated from lineup and substitution clocks.
england-djed-spence,467,Djed Spence,England,DEF,4.5,2,112,1,0,0,2,0,112,1,rotation_starter,2025-10-14T18:45:00Z,,,,,uefaEuropeanQualifiersStats,data/playerNationalTeamPerformance.json,2026-05-31,high,estimated_qualifier_minutes,Qualifier usage carried from existing national-team/OneFootball qualifier data; minutes may be estimated from lineup and substitution clocks.
england-harry-kane,468,Harry Kane,England,FWD,10.5,8,681,8,8,0,8,0,681,8,locked_starter,2025-11-16T17:00:00Z,,,,,uefaEuropeanQualifiersStats,data/playerNationalTeamPerformance.json,2026-05-31,high,estimated_qualifier_minutes,Qualifier usage carried from existing national-team/OneFootball qualifier data; minutes may be estimated from lineup and substitution clocks.
england-bukayo-saka,469,Bukayo Saka,England,MID,9.5,3,179,2,1,0,3,0,179,2,likely_starter,2025-11-13T19:45:00Z,club_set_piece_context_available,club_penalty_order_1,club_corner_indirect_fk_order_2,club_direct_fk_order_2,uefaEuropeanQualifiersStats,data/playerNationalTeamPerformance.json,2026-05-31,high,position_conflict|estimated_qualifier_minutes,"Qualifier usage carried from existing national-team/OneFootball qualifier data; minutes may be estimated from lineup and substitution clocks. Set-piece columns carry existing club-performance order hints, not official national-team set-piece duties. Official fantasy position differs from existing model position and is preserved as active future fantasy position."
england-marcus-rashford,471,Marcus Rashford,England,MID,7.5,7,343,4,1,1,7,0,343,4,rotation_starter,2025-11-13T19:45:00Z,,,,,uefaEuropeanQualifiersStats,data/playerNationalTeamPerformance.json,2026-05-31,high,position_conflict|estimated_qualifier_minutes,Qualifier usage carried from existing national-team/OneFootball qualifier data; minutes may be estimated from lineup and substitution clocks. Official fantasy position differs from existing model position and is preserved as active future fantasy position.
england-anthony-gordon,474,Anthony Gordon,England,MID,7,5,188,2,1,0,5,1,188,2,rotation_starter,2025-10-14T18:45:00Z,club_set_piece_context_available,club_penalty_order_1,,,uefaEuropeanQualifiersStats,data/playerNationalTeamPerformance.json,2026-05-31,high,position_conflict|estimated_qualifier_minutes,"Qualifier usage carried from existing national-team/OneFootball qualifier data; minutes may be estimated from lineup and substitution clocks. Set-piece columns carry existing club-performance order hints, not official national-team set-piece duties. Official fantasy position differs from existing model position and is preserved as active future fantasy position."
england-morgan-rogers,475,Morgan Rogers,England,MID,7.2,8,433,5,0,1,8,0,433,5,likely_starter,2025-11-13T19:45:00Z,club_set_piece_context_available,,,club_direct_fk_order_1,uefaEuropeanQualifiersStats,data/playerNationalTeamPerformance.json,2026-05-31,high,estimated_qualifier_minutes,"Qualifier usage carried from existing national-team/OneFootball qualifier data; minutes may be estimated from lineup and substitution clocks. Set-piece columns carry existing club-performance order hints, not official national-team set-piece duties."
england-noni-madueke,476,Noni Madueke,England,FWD,6.1,3,256,3,1,2,3,0,256,3,locked_starter,2025-09-09T18:45:00Z,club_set_piece_context_available,,club_corner_indirect_fk_order_3,,uefaEuropeanQualifiersStats,data/playerNationalTeamPerformance.json,2026-05-31,high,estimated_qualifier_minutes,"Qualifier usage carried from existing national-team/OneFootball qualifier data; minutes may be estimated from lineup and substitution clocks. Set-piece columns carry existing club-performance order hints, not official national-team set-piece duties."
england-jordan-pickford,477,Jordan Pickford,England,GK,4.8,7,630,7,0,0,7,0,630,7,locked_starter,2025-11-13T19:45:00Z,,,,,uefaEuropeanQualifiersStats,data/playerNationalTeamPerformance.json,2026-05-31,high,estimated_qualifier_minutes,Qualifier usage carried from existing national-team/OneFootball qualifier data; minutes may be estimated from lineup and substitution clocks.
england-dean-henderson,478,Dean Henderson,England,GK,4.2,1,90,1,0,0,1,0,90,1,squad_depth,2025-11-16T17:00:00Z,,,,,uefaEuropeanQualifiersStats,data/playerNationalTeamPerformance.json,2026-05-31,high,estimated_qualifier_minutes,Qualifier usage carried from existing national-team/OneFootball qualifier data; minutes may be estimated from lineup and substitution clocks.
england-james-trafford,479,James Trafford,England,GK,4,,,,,,,0,,,squad_depth,,,,,,uefaEuropeanQualifiersStats,data/playerNationalTeamPerformance.json,2026-05-31,missing,missing_usage|source_gap|missing_role_confidence|goalkeeper_without_role_confidence,No qualifier or national-team usage row found in inspected sources.
england-jordan-henderson,482,Jordan Henderson,England,MID,5.1,6,147,1,0,0,6,0,147,1,rotation_starter,2025-06-07T16:00:00Z,,,,,uefaEuropeanQualifiersStats,data/playerNationalTeamPerformance.json,2026-05-31,high,estimated_qualifier_minutes,Qualifier usage carried from existing national-team/OneFootball qualifier data; minutes may be estimated from lineup and substitution clocks.
england-kobbie-mainoo,485,Kobbie Mainoo,England,MID,6.1,,,,,,,,,,squad_depth,,,,,,,,2026-05-31,missing,missing_usage|source_gap|missing_role_confidence,No qualifier or national-team usage row found in inspected sources.
england-elliott-anderson,486,Elliot Anderson,England,MID,6.5,5,370,,0,0,,0,370,,rotation_starter,,,,,,uefaEuropeanQualifiersStats,data/playerNationalTeamPerformance.json,2026-05-31,medium,estimated_qualifier_minutes,Qualifier usage carried from existing national-team/OneFootball qualifier data; minutes may be estimated from lineup and substitution clocks.
england-declan-rice,488,Declan Rice,England,MID,7,8,508,7,1,4,8,0,508,7,likely_starter,2025-11-16T17:00:00Z,club_set_piece_context_available,,club_corner_indirect_fk_order_1,club_direct_fk_order_1,uefaEuropeanQualifiersStats,data/playerNationalTeamPerformance.json,2026-05-31,high,estimated_qualifier_minutes,"Qualifier usage carried from existing national-team/OneFootball qualifier data; minutes may be estimated from lineup and substitution clocks. Set-piece columns carry existing club-performance order hints, not official national-team set-piece duties."
england-jude-bellingham,491,Jude Bellingham,England,MID,8.3,5,355,4,0,1,5,2,355,4,likely_starter,2025-11-16T17:00:00Z,,,,,uefaEuropeanQualifiersStats,data/playerNationalTeamPerformance.json,2026-05-31,high,estimated_qualifier_minutes,Qualifier usage carried from existing national-team/OneFootball qualifier data; minutes may be estimated from lineup and substitution clocks.
france-theo-hernandez,492,Theo Hernández,France,DEF,5,3,270,3,0,1,1,1,270,3,locked_starter,2025-11-16T17:00:00Z,,,,,uefaEuropeanQualifiersStats,data/playerNationalTeamPerformance.json,2026-05-31,high,estimated_qualifier_minutes,Qualifier usage carried from existing national-team/OneFootball qualifier data; minutes may be estimated from lineup and substitution clocks.
france-maxence-lacroix,493,Maxence Lacroix,France,DEF,4.5,,,,,,,,,,squad_depth,,,,,,,,2026-05-31,missing,missing_usage|source_gap|missing_role_confidence,No qualifier or national-team usage row found in inspected sources.
france-dayot-upamecano,494,Dayot Upamecano,France,DEF,5.3,5,450,5,0,0,3,0,450,5,locked_starter,2025-11-13T19:45:00Z,,,,,uefaEuropeanQualifiersStats,data/playerNationalTeamPerformance.json,2026-05-31,high,estimated_qualifier_minutes,Qualifier usage carried from existing national-team/OneFootball qualifier data; minutes may be estimated from lineup and substitution clocks.
france-ibrahima-konate,495,Ibrahima Konaté,France,DEF,4.9,3,270,3,0,0,1,0,270,3,locked_starter,2025-11-16T17:00:00Z,,,,,uefaEuropeanQualifiersStats,data/playerNationalTeamPerformance.json,2026-05-31,high,estimated_qualifier_minutes,Qualifier usage carried from existing national-team/OneFootball qualifier data; minutes may be estimated from lineup and substitution clocks.
france-lucas-hernandez,496,Lucas Hernández,France,DEF,5.2,1,90,1,0,0,0,0,90,1,rotation_starter,2025-11-16T17:00:00Z,,,,,uefaEuropeanQualifiersStats,data/playerNationalTeamPerformance.json,2026-05-31,high,estimated_qualifier_minutes,Qualifier usage carried from existing national-team/OneFootball qualifier data; minutes may be estimated from lineup and substitution clocks.
france-lucas-digne,498,Lucas Digne,France,DEF,5,3,270,3,0,1,2,0,270,3,likely_starter,2025-11-13T19:45:00Z,club_set_piece_context_available,,club_corner_indirect_fk_order_2,club_direct_fk_order_2,uefaEuropeanQualifiersStats,data/playerNationalTeamPerformance.json,2026-05-31,high,estimated_qualifier_minutes,"Qualifier usage carried from existing national-team/OneFootball qualifier data; minutes may be estimated from lineup and substitution clocks. Set-piece columns carry existing club-performance order hints, not official national-team set-piece duties."
france-malo-gusto,499,Malo Gusto,France,DEF,5.1,5,210,2,0,2,3,0,210,2,rotation_starter,2025-11-16T17:00:00Z,,,,,uefaEuropeanQualifiersStats,data/playerNationalTeamPerformance.json,2026-05-31,high,estimated_qualifier_minutes,Qualifier usage carried from existing national-team/OneFootball qualifier data; minutes may be estimated from lineup and substitution clocks.
france-kylian-mbappe,500,Kylian Mbappé,France,FWD,10.5,4,353,4,5,3,3,1,353,4,locked_starter,2025-11-13T19:45:00Z,,,,,uefaEuropeanQualifiersStats,data/playerNationalTeamPerformance.json,2026-05-31,high,estimated_qualifier_minutes,Qualifier usage carried from existing national-team/OneFootball qualifier data; minutes may be estimated from lineup and substitution clocks.
france-ousmane-dembele,501,Ousmane Dembélé,France,MID,10,1,36,0,0,0,1,0,36,0,rotation_starter,,,,,,uefaEuropeanQualifiersStats,data/playerNationalTeamPerformance.json,2026-05-31,high,position_conflict|estimated_qualifier_minutes,Qualifier usage carried from existing national-team/OneFootball qualifier data; minutes may be estimated from lineup and substitution clocks. Official fantasy position differs from existing model position and is preserved as active future fantasy position.
france-marcus-thuram,502,Marcus Thuram,France,FWD,7.5,1,70,1,0,0,0,0,70,1,likely_starter,2025-09-09T18:45:00Z,,,,,uefaEuropeanQualifiersStats,data/playerNationalTeamPerformance.json,2026-05-31,high,estimated_qualifier_minutes,Qualifier usage carried from existing national-team/OneFootball qualifier data; minutes may be estimated from lineup and substitution clocks.
france-desire-doue,505,Désiré Doué,France,MID,7.5,1,45,1,0,0,1,0,45,1,rotation_starter,2025-09-05T18:45:00Z,,,,,uefaEuropeanQualifiersStats,data/playerNationalTeamPerformance.json,2026-05-31,high,position_conflict|estimated_qualifier_minutes,Qualifier usage carried from existing national-team/OneFootball qualifier data; minutes may be estimated from lineup and substitution clocks. Official fantasy position differs from existing model position and is preserved as active future fantasy position.
france-mike-maignan,506,Mike Maignan,France,GK,5,5,450,5,0,0,3,0,450,5,locked_starter,2025-11-13T19:45:00Z,,,,,uefaEuropeanQualifiersStats,data/playerNationalTeamPerformance.json,2026-05-31,high,estimated_qualifier_minutes,Qualifier usage carried from existing national-team/OneFootball qualifier data; minutes may be estimated from lineup and substitution clocks.
france-brice-samba,508,Brice Samba,France,GK,4.5,,,,,,,0,,,squad_depth,,,,,,uefaEuropeanQualifiersStats,data/playerNationalTeamPerformance.json,2026-05-31,missing,missing_usage|source_gap|missing_role_confidence|goalkeeper_without_role_confidence,No qualifier or national-team usage row found in inspected sources.
france-ngolo-kante,509,N'Golo Kanté,France,MID,5.1,1,90,1,0,1,1,0,90,1,locked_starter,2025-11-13T19:45:00Z,,,,,uefaEuropeanQualifiersStats,data/playerNationalTeamPerformance.json,2026-05-31,high,estimated_qualifier_minutes,Qualifier usage carried from existing national-team/OneFootball qualifier data; minutes may be estimated from lineup and substitution clocks.
france-adrien-rabiot,510,Adrien Rabiot,France,MID,6.4,3,104,1,1,0,2,1,104,1,rotation_starter,2025-10-10T18:45:00Z,,,,,uefaEuropeanQualifiersStats,data/playerNationalTeamPerformance.json,2026-05-31,high,estimated_qualifier_minutes,Qualifier usage carried from existing national-team/OneFootball qualifier data; minutes may be estimated from lineup and substitution clocks.
france-warren-zaire-emery,511,Warren Zaïre-Emery,France,MID,6.1,2,100,1,0,0,1,0,100,1,rotation_starter,2025-11-16T17:00:00Z,,,,,uefaEuropeanQualifiersStats,data/playerNationalTeamPerformance.json,2026-05-31,high,estimated_qualifier_minutes,Qualifier usage carried from existing national-team/OneFootball qualifier data; minutes may be estimated from lineup and substitution clocks.
france-manu-kone,512,Manu Koné,France,MID,6.1,4,350,,0,0,,2,350,,rotation_starter,,,,,,uefaEuropeanQualifiersStats,data/playerNationalTeamPerformance.json,2026-05-31,medium,estimated_qualifier_minutes,Qualifier usage carried from existing national-team/OneFootball qualifier data; minutes may be estimated from lineup and substitution clocks.
france-maghnes-akliouche,514,Maghnes Akliouche,France,MID,6.4,5,132,1,1,1,3,0,132,1,rotation_starter,2025-11-16T17:00:00Z,,,,,uefaEuropeanQualifiersStats,data/playerNationalTeamPerformance.json,2026-05-31,high,position_conflict|estimated_qualifier_minutes,Qualifier usage carried from existing national-team/OneFootball qualifier data; minutes may be estimated from lineup and substitution clocks. Official fantasy position differs from existing model position and is preserved as active future fantasy position.
