official_fantasy_player_id,internal_player_id,name,country,official_fantasy_position,official_price,priority,current_start_probability,current_expected_minutes,current_role_label,current_role_confidence,missing_fields,reason_for_targeting,recommended_action,source_gap_type,repo_evidence_status,planned_import_source_type,notes
822,new-zealand-ryan-thomas,Ryan Thomas,New Zealand,MID,5.3,P2,0.22,24.1,unclear,low,final_squad_confirmation|national_team_usage|qualifier_minutes|qualifier_starts,strong_club_context_missing_national_team_usage,source_national_team_usage_before_final_minutes_promotion,club_context_available_usage_missing,missing_source_gap,missing_source_gap,before_role=unclear; before_start_probability=0.22; before_expected_minutes=24.1; club=PEC Zwolle; club_status=source_verified; club_role_confidence=high; club_minutes=2150; club_starts=27; no_source_backed_nt_starts_or_minutes_in_current_repo
1692,paraguay-robert-morales,Robert Morales,Paraguay,FWD,5.3,P2,,,blocked,blocked,final_squad_confirmation|national_team_usage|qualifier_minutes|qualifier_starts,strong_club_context_missing_national_team_usage,keep_blocked_until_selectable_status_and_squad_review_are_resolved,manual_review_needed,missing_source_gap,missing_source_gap,before_role=blocked; before_start_probability=; before_expected_minutes=; club=UNAM; club_status=source_verified; club_role_confidence=high; club_minutes=1938; club_starts=22; no_source_backed_nt_starts_or_minutes_in_current_repo; blocked_reasons=blocked_not_selectable|not_selectable|squad_review_status
992,saudi-arabia-feras-al-brikan,Feras bin Tariq bin Nasser Al Brikan,Saudi Arabia,FWD,5.3,P2,0.18,23.7,unclear,low,final_squad_confirmation|national_team_usage|qualifier_minutes|qualifier_starts,strong_club_context_missing_national_team_usage,source_national_team_usage_before_final_minutes_promotion,club_context_available_usage_missing,missing_source_gap,missing_source_gap,before_role=unclear; before_start_probability=0.18; before_expected_minutes=23.7; club=Al Ahli; club_status=source_verified; club_role_confidence=medium; club_minutes=1730; club_starts=16; no_source_backed_nt_starts_or_minutes_in_current_repo
1968,canada-jacob-shaffelburg,Jacob Shaffelburg,Canada,MID,5.2,P2,0.18,21.5,unclear,low,final_squad_confirmation|national_team_usage|qualifier_minutes|qualifier_starts,strong_club_context_missing_national_team_usage,source_national_team_usage_before_final_minutes_promotion,club_context_available_usage_missing,missing_source_gap,missing_source_gap,before_role=unclear; before_start_probability=0.18; before_expected_minutes=21.5; club=LAFC; club_status=source_verified; club_role_confidence=high; club_minutes=225; club_starts=2; no_source_backed_nt_starts_or_minutes_in_current_repo
1139,switzerland-ardon-jashari,Ardon Jashari,Switzerland,MID,5.2,P2,0.18,21.5,unclear,low,final_squad_confirmation|national_team_usage|qualifier_minutes|qualifier_starts,strong_club_context_missing_national_team_usage,source_national_team_usage_before_final_minutes_promotion,club_context_available_usage_missing,missing_source_gap,missing_source_gap,before_role=unclear; before_start_probability=0.18; before_expected_minutes=21.5; club=AC Milan; club_status=source_verified; club_role_confidence=high; club_minutes=703; club_starts=0; no_source_backed_nt_starts_or_minutes_in_current_repo
241,canada-nathan-dylan-saliba,Nathan Saliba,Canada,MID,5.1,P2,0.22,24.1,unclear,low,final_squad_confirmation|national_team_usage|qualifier_minutes|qualifier_starts,strong_club_context_missing_national_team_usage,source_national_team_usage_before_final_minutes_promotion,club_context_available_usage_missing,missing_source_gap,missing_source_gap,before_role=unclear; before_start_probability=0.22; before_expected_minutes=24.1; club=Anderlecht; club_status=source_verified; club_role_confidence=high; club_minutes=2333; club_starts=28; no_source_backed_nt_starts_or_minutes_in_current_repo
1471,mexico-jordan-carrillo,Jordán Carrillo,Mexico,MID,5.1,P2,,,blocked,blocked,final_squad_confirmation|national_team_usage|qualifier_minutes|qualifier_starts,strong_club_context_missing_national_team_usage,keep_blocked_until_selectable_status_and_squad_review_are_resolved,manual_review_needed,missing_source_gap,missing_source_gap,before_role=blocked; before_start_probability=; before_expected_minutes=; club=Pumas; club_status=source_verified; club_role_confidence=high; club_minutes=1504; club_starts=20; no_source_backed_nt_starts_or_minutes_in_current_repo; blocked_reasons=blocked_not_selectable|not_selectable|squad_review_status
2041,netherlands-marten-de-roon,Marten de Roon,Netherlands,MID,5.1,P2,0.22,24.1,unclear,low,final_squad_confirmation|national_team_usage|qualifier_minutes|qualifier_starts,strong_club_context_missing_national_team_usage,source_national_team_usage_before_final_minutes_promotion,club_context_available_usage_missing,missing_source_gap,missing_source_gap,before_role=unclear; before_start_probability=0.22; before_expected_minutes=24.1; club=Atalanta; club_status=source_verified; club_role_confidence=high; club_minutes=2720; club_starts=9; no_source_backed_nt_starts_or_minutes_in_current_repo
102,austria-carney-chukwuemeka,Carney Chukwuemeka,Austria,MID,5,P2,0.18,21.5,unclear,low,final_squad_confirmation|national_team_usage|qualifier_minutes|qualifier_starts,strong_club_context_missing_national_team_usage,source_national_team_usage_before_final_minutes_promotion,club_context_available_usage_missing,missing_source_gap,missing_source_gap,before_role=unclear; before_start_probability=0.18; before_expected_minutes=21.5; club=Borussia Dortmund; club_status=source_verified; club_role_confidence=high; club_minutes=869; club_starts=8; no_source_backed_nt_starts_or_minutes_in_current_repo
1967,canada-stephen-eustaquio,Stephen Eustaquio,Canada,MID,5,P2,0.18,21.5,unclear,low,final_squad_confirmation|national_team_usage|qualifier_minutes|qualifier_starts,strong_club_context_missing_national_team_usage,source_national_team_usage_before_final_minutes_promotion,club_context_available_usage_missing,missing_source_gap,missing_source_gap,before_role=unclear; before_start_probability=0.18; before_expected_minutes=21.5; club=FC Porto; club_status=source_verified; club_role_confidence=high; club_minutes=185; club_starts=0; no_source_backed_nt_starts_or_minutes_in_current_repo
1598,germany-manuel-neuer,Manuel Neuer,Germany,GK,5,P2,0.14,12.3,unclear,low,final_squad_confirmation|national_team_usage|qualifier_minutes|qualifier_starts,strong_club_context_missing_national_team_usage,source_national_team_usage_before_final_minutes_promotion,club_context_available_usage_missing,missing_source_gap,missing_source_gap,before_role=unclear; before_start_probability=0.14; before_expected_minutes=12.3; club=Bayern Munich; club_status=source_verified; club_role_confidence=high; club_minutes=1870; club_starts=22; no_source_backed_nt_starts_or_minutes_in_current_repo
582,haiti-wilson-isidor,Wilson Isidor,Haiti,FWD,5,P2,0.18,23.7,unclear,low,final_squad_confirmation|national_team_usage|qualifier_minutes|qualifier_starts,strong_club_context_missing_national_team_usage,source_national_team_usage_before_final_minutes_promotion,club_context_available_usage_missing,missing_source_gap,missing_source_gap,before_role=unclear; before_start_probability=0.18; before_expected_minutes=23.7; club=Sunderland; club_status=source_verified; club_role_confidence=high; club_minutes=1088; club_starts=11; no_source_backed_nt_starts_or_minutes_in_current_repo
758,mexico-brian-gutierrez,Brian Gutiérrez,Mexico,MID,5,P2,0.2,22.8,unclear,low,final_squad_confirmation|national_team_usage|qualifier_minutes|qualifier_starts,strong_club_context_missing_national_team_usage,source_national_team_usage_before_final_minutes_promotion,club_context_available_usage_missing,missing_source_gap,missing_source_gap,before_role=unclear; before_start_probability=0.2; before_expected_minutes=22.8; club=Guadalajara; club_status=source_verified; club_role_confidence=high; club_minutes=918; club_starts=9; no_source_backed_nt_starts_or_minutes_in_current_repo
1621,paraguay-diego-gonzalez,Diego González,Paraguay,MID,5,P2,,,blocked,blocked,final_squad_confirmation|national_team_usage|qualifier_minutes|qualifier_starts,strong_club_context_missing_national_team_usage,keep_blocked_until_selectable_status_and_squad_review_are_resolved,manual_review_needed,missing_source_gap,missing_source_gap,before_role=blocked; before_start_probability=; before_expected_minutes=; club=Atlas; club_status=source_verified; club_role_confidence=high; club_minutes=2606; club_starts=30; no_source_backed_nt_starts_or_minutes_in_current_repo; blocked_reasons=blocked_not_selectable|not_selectable|squad_review_status
1620,paraguay-enso-gonzalez,Enso González,Paraguay,MID,5,P2,,,blocked,blocked,final_squad_confirmation|national_team_usage|qualifier_minutes|qualifier_starts,strong_club_context_missing_national_team_usage,keep_blocked_until_selectable_status_and_squad_review_are_resolved,manual_review_needed,missing_source_gap,missing_source_gap,before_role=blocked; before_start_probability=; before_expected_minutes=; club=Wolverhampton Wanderers; club_status=source_verified; club_role_confidence=high; club_minutes=0; club_starts=0; no_source_backed_nt_starts_or_minutes_in_current_repo; blocked_reasons=blocked_not_selectable|not_selectable|squad_review_status
1686,paraguay-ruben-lezcano,Rubén Lezcano,Paraguay,MID,5,P2,,,blocked,blocked,final_squad_confirmation|national_team_usage|qualifier_minutes|qualifier_starts,strong_club_context_missing_national_team_usage,keep_blocked_until_selectable_status_and_squad_review_are_resolved,manual_review_needed,missing_source_gap,missing_source_gap,before_role=blocked; before_start_probability=; before_expected_minutes=; club=Olimpia; club_status=source_verified; club_role_confidence=high; club_minutes=14; club_starts=0; no_source_backed_nt_starts_or_minutes_in_current_repo; blocked_reasons=blocked_not_selectable|not_selectable|squad_review_status
1098,spain-david-raya,David Raya,Spain,GK,5,P2,0.14,12.3,unclear,low,final_squad_confirmation|national_team_usage|qualifier_minutes|qualifier_starts,strong_club_context_missing_national_team_usage,source_national_team_usage_before_final_minutes_promotion,club_context_available_usage_missing,missing_source_gap,missing_source_gap,before_role=unclear; before_start_probability=0.14; before_expected_minutes=12.3; club=Arsenal; club_status=source_verified; club_role_confidence=high; club_minutes=3060; club_starts=34; no_source_backed_nt_starts_or_minutes_in_current_repo
207,cabo-verde-jovane-cabral,Jovane Eduardo Borges Cabral,Cabo Verde,FWD,4.9,P2,0.18,23.7,unclear,low,final_squad_confirmation|national_team_usage|qualifier_minutes|qualifier_starts,strong_club_context_missing_national_team_usage,source_national_team_usage_before_final_minutes_promotion,club_context_available_usage_missing,missing_source_gap,missing_source_gap,before_role=unclear; before_start_probability=0.18; before_expected_minutes=23.7; club=Estrela Amadora; club_status=source_verified; club_role_confidence=high; club_minutes=1674; club_starts=17; no_source_backed_nt_starts_or_minutes_in_current_repo
217,cabo-verde-telmo-arcanjo,Telmo Emanuel Gomes Arcanjo,Cabo Verde,MID,4.9,P2,0.2,22.8,unclear,low,final_squad_confirmation|national_team_usage|qualifier_minutes|qualifier_starts,strong_club_context_missing_national_team_usage,source_national_team_usage_before_final_minutes_promotion,club_context_available_usage_missing,missing_source_gap,missing_source_gap,before_role=unclear; before_start_probability=0.2; before_expected_minutes=22.8; club=Vitoria Guimaraes; club_status=source_verified; club_role_confidence=high; club_minutes=1241; club_starts=12; no_source_backed_nt_starts_or_minutes_in_current_repo
238,canada-ali-ahmed,Ali Ahmed,Canada,MID,4.9,P2,0.2,22.8,unclear,low,final_squad_confirmation|national_team_usage|qualifier_minutes|qualifier_starts,strong_club_context_missing_national_team_usage,source_national_team_usage_before_final_minutes_promotion,club_context_available_usage_missing,missing_source_gap,missing_source_gap,before_role=unclear; before_start_probability=0.2; before_expected_minutes=22.8; club=Norwich City FC; club_status=source_verified; club_role_confidence=medium; club_minutes=907; club_starts=10; no_source_backed_nt_starts_or_minutes_in_current_repo
230,canada-tani-oluwaseyi,Tani Oluwaseyi,Canada,FWD,4.9,P2,0.18,23.7,unclear,low,final_squad_confirmation|national_team_usage|qualifier_minutes|qualifier_starts,strong_club_context_missing_national_team_usage,source_national_team_usage_before_final_minutes_promotion,club_context_available_usage_missing,missing_source_gap,missing_source_gap,before_role=unclear; before_start_probability=0.18; before_expected_minutes=23.7; club=Villarreal CF; club_status=source_verified; club_role_confidence=high; club_minutes=949; club_starts=5; no_source_backed_nt_starts_or_minutes_in_current_repo
284,congo-dr-meschack-elia,Meschack Elia,Congo DR,FWD,4.9,P2,0.16,22.6,unclear,low,final_squad_confirmation|national_team_usage|qualifier_minutes|qualifier_starts,strong_club_context_missing_national_team_usage,source_national_team_usage_before_final_minutes_promotion,position_or_role_conflict,missing_source_gap,missing_source_gap,before_role=unclear; before_start_probability=0.16; before_expected_minutes=22.6; club=Alanyaspor; club_status=source_verified; club_role_confidence=high; club_minutes=813; club_starts=8; no_source_backed_nt_starts_or_minutes_in_current_repo
292,congo-dr-ngalayel-mukau,Ngal'ayel Mukau,Congo DR,MID,4.9,P2,0.2,22.8,unclear,low,final_squad_confirmation|national_team_usage|qualifier_minutes|qualifier_starts,strong_club_context_missing_national_team_usage,source_national_team_usage_before_final_minutes_promotion,club_context_available_usage_missing,missing_source_gap,missing_source_gap,before_role=unclear; before_start_probability=0.2; before_expected_minutes=22.8; club=Lille; club_status=source_verified; club_role_confidence=high; club_minutes=1548; club_starts=19; no_source_backed_nt_starts_or_minutes_in_current_repo
1534,cote-d-ivoire-ange-yoan-bonny,Ange-Yoan Bonny,Côte d'Ivoire,FWD,4.9,P2,0.18,23.7,unclear,low,final_squad_confirmation|national_team_usage|qualifier_minutes|qualifier_starts,strong_club_context_missing_national_team_usage,source_national_team_usage_before_final_minutes_promotion,club_context_available_usage_missing,missing_source_gap,missing_source_gap,before_role=unclear; before_start_probability=0.18; before_expected_minutes=23.7; club=Inter Milan; club_status=source_verified; club_role_confidence=high; club_minutes=1112; club_starts=2; no_source_backed_nt_starts_or_minutes_in_current_repo
1481,mexico-alexis-gutierrez,Alexis Gutiérrez,Mexico,MID,4.9,P2,,,blocked,blocked,final_squad_confirmation|national_team_usage|qualifier_minutes|qualifier_starts,strong_club_context_missing_national_team_usage,keep_blocked_until_selectable_status_and_squad_review_are_resolved,manual_review_needed,missing_source_gap,missing_source_gap,before_role=blocked; before_start_probability=; before_expected_minutes=; club=América; club_status=source_verified; club_role_confidence=high; club_minutes=1115; club_starts=14; no_source_backed_nt_starts_or_minutes_in_current_repo; blocked_reasons=blocked_not_selectable|not_selectable|squad_review_status
1486,mexico-jorge-ruvalcaba,Jorge Ruvalcaba,Mexico,FWD,4.9,P2,,,blocked,blocked,final_squad_confirmation|national_team_usage|qualifier_minutes|qualifier_starts,strong_club_context_missing_national_team_usage,keep_blocked_until_selectable_status_and_squad_review_are_resolved,manual_review_needed,missing_source_gap,missing_source_gap,before_role=blocked; before_start_probability=; before_expected_minutes=; club=New York Red Bulls; club_status=source_verified; club_role_confidence=medium; club_minutes=1556; club_starts=18; no_source_backed_nt_starts_or_minutes_in_current_repo; blocked_reasons=blocked_not_selectable|not_selectable|squad_review_status
1480,mexico-kevin-castaneda,Kevin Castañeda,Mexico,MID,4.9,P2,,,blocked,blocked,final_squad_confirmation|national_team_usage|qualifier_minutes|qualifier_starts,strong_club_context_missing_national_team_usage,keep_blocked_until_selectable_status_and_squad_review_are_resolved,manual_review_needed,missing_source_gap,missing_source_gap,before_role=blocked; before_start_probability=; before_expected_minutes=; club=Tijuana; club_status=source_verified; club_role_confidence=high; club_minutes=2885; club_starts=35; no_source_backed_nt_starts_or_minutes_in_current_repo; blocked_reasons=blocked_not_selectable|not_selectable|squad_review_status
2038,netherlands-guus-til,Guus Til,Netherlands,MID,4.9,P2,0.22,24.1,unclear,low,final_squad_confirmation|national_team_usage|qualifier_minutes|qualifier_starts,strong_club_context_missing_national_team_usage,source_national_team_usage_before_final_minutes_promotion,club_context_available_usage_missing,missing_source_gap,missing_source_gap,before_role=unclear; before_start_probability=0.22; before_expected_minutes=24.1; club=PSV Eindhoven; club_status=source_verified; club_role_confidence=high; club_minutes=2243; club_starts=25; no_source_backed_nt_starts_or_minutes_in_current_repo
994,saudi-arabia-khalid-al-ghannam,Khalid bin Essa bin Mohammed Al Ghannam,Saudi Arabia,FWD,4.9,P2,0.2,24.8,unclear,low,final_squad_confirmation|national_team_usage|qualifier_minutes|qualifier_starts,strong_club_context_missing_national_team_usage,source_national_team_usage_before_final_minutes_promotion,position_or_role_conflict,missing_source_gap,missing_source_gap,before_role=unclear; before_start_probability=0.2; before_expected_minutes=24.8; club=Al-Ettifaq; club_status=source_verified; club_role_confidence=high; club_minutes=2172; club_starts=25; no_source_backed_nt_starts_or_minutes_in_current_repo
1048,senegal-bamba-dieng,Bamba Dieng,Senegal,FWD,4.9,P2,0.18,23.7,unclear,low,final_squad_confirmation|national_team_usage|qualifier_minutes|qualifier_starts,strong_club_context_missing_national_team_usage,source_national_team_usage_before_final_minutes_promotion,club_context_available_usage_missing,missing_source_gap,missing_source_gap,before_role=unclear; before_start_probability=0.18; before_expected_minutes=23.7; club=Lorient; club_status=source_verified; club_role_confidence=high; club_minutes=1239; club_starts=15; no_source_backed_nt_starts_or_minutes_in_current_repo
1029,senegal-idrissa-gana-gueye,Idrissa Gueye,Senegal,MID,4.9,P2,0.22,24.1,unclear,low,final_squad_confirmation|national_team_usage|qualifier_minutes|qualifier_starts,strong_club_context_missing_national_team_usage,source_national_team_usage_before_final_minutes_promotion,club_context_available_usage_missing,missing_source_gap,missing_source_gap,before_role=unclear; before_start_probability=0.22; before_expected_minutes=24.1; club=Everton; club_status=source_verified; club_role_confidence=high; club_minutes=2094; club_starts=25; no_source_backed_nt_starts_or_minutes_in_current_repo
1112,sweden-eric-smith,Eric Smith,Sweden,MID,4.9,P2,0.22,24.1,unclear,low,final_squad_confirmation|national_team_usage|qualifier_minutes|qualifier_starts,strong_club_context_missing_national_team_usage,source_national_team_usage_before_final_minutes_promotion,position_or_role_conflict,missing_source_gap,missing_source_gap,before_role=unclear; before_start_probability=0.22; before_expected_minutes=24.1; club=FC St. Pauli; club_status=source_verified; club_role_confidence=high; club_minutes=2313; club_starts=26; no_source_backed_nt_starts_or_minutes_in_current_repo
1127,sweden-gustaf-nilsson,Gustaf Nilsson,Sweden,FWD,4.9,P2,0.16,22.6,unclear,low,final_squad_confirmation|national_team_usage|qualifier_minutes|qualifier_starts,strong_club_context_missing_national_team_usage,source_national_team_usage_before_final_minutes_promotion,club_context_available_usage_missing,missing_source_gap,missing_source_gap,before_role=unclear; before_start_probability=0.16; before_expected_minutes=22.6; club=Club Brugge; club_status=source_verified; club_role_confidence=high; club_minutes=39; club_starts=0; no_source_backed_nt_starts_or_minutes_in_current_repo
1111,sweden-taha-ali,Taha Ali,Sweden,MID,4.9,P2,0.2,22.8,unclear,low,final_squad_confirmation|national_team_usage|qualifier_minutes|qualifier_starts,strong_club_context_missing_national_team_usage,source_national_team_usage_before_final_minutes_promotion,position_or_role_conflict,missing_source_gap,missing_source_gap,before_role=unclear; before_start_probability=0.2; before_expected_minutes=22.8; club=Malmö FF; club_status=source_verified; club_role_confidence=high; club_minutes=1103; club_starts=10; no_source_backed_nt_starts_or_minutes_in_current_repo
1582,switzerland-zeki-amdouni,Zeki Amdouni,Switzerland,FWD,4.9,P2,0.14,21.6,unclear,low,final_squad_confirmation|national_team_usage|qualifier_minutes|qualifier_starts,strong_club_context_missing_national_team_usage,source_national_team_usage_before_final_minutes_promotion,club_context_available_usage_missing,missing_source_gap,missing_source_gap,before_role=unclear; before_start_probability=0.14; before_expected_minutes=21.6; club=Burnley; club_status=source_verified; club_role_confidence=high; club_minutes=0; club_starts=0; no_source_backed_nt_starts_or_minutes_in_current_repo
518,germany-lennart-karl,Lennart Karl,Germany,MID,4.8,P2,0.2,22.8,unclear,low,final_squad_confirmation|national_team_usage|qualifier_minutes|qualifier_starts,strong_club_context_missing_national_team_usage,source_national_team_usage_before_final_minutes_promotion,club_context_available_usage_missing,missing_source_gap,missing_source_gap,before_role=unclear; before_start_probability=0.2; before_expected_minutes=22.8; club=Bayern Munich; club_status=source_verified; club_role_confidence=high; club_minutes=1268; club_starts=16; no_source_backed_nt_starts_or_minutes_in_current_repo
1619,paraguay-rodney-redes,Rodney Redes,Paraguay,MID,4.8,P2,,,blocked,blocked,final_squad_confirmation|national_team_usage|qualifier_minutes|qualifier_starts,strong_club_context_missing_national_team_usage,keep_blocked_until_selectable_status_and_squad_review_are_resolved,manual_review_needed,missing_source_gap,missing_source_gap,before_role=blocked; before_start_probability=; before_expected_minutes=; club=LDU Quito; club_status=source_verified; club_role_confidence=high; club_minutes=500; club_starts=5; no_source_backed_nt_starts_or_minutes_in_current_repo; blocked_reasons=blocked_not_selectable|not_selectable|squad_review_status
22,algeria-yacine-titraoui,Yacine Titraoui,Algeria,MID,4.7,P2,0.22,24.1,unclear,low,final_squad_confirmation|national_team_usage|qualifier_minutes|qualifier_starts,strong_club_context_missing_national_team_usage,source_national_team_usage_before_final_minutes_promotion,club_context_available_usage_missing,missing_source_gap,missing_source_gap,before_role=unclear; before_start_probability=0.22; before_expected_minutes=24.1; club=Charleroi; club_status=source_verified; club_role_confidence=high; club_minutes=2906; club_starts=33; no_source_backed_nt_starts_or_minutes_in_current_repo
1385,colombia-juan-portilla,Juan Portilla,Colombia,MID,4.7,P2,0.2,22.8,unclear,low,final_squad_confirmation|national_team_usage|qualifier_minutes|qualifier_starts,strong_club_context_missing_national_team_usage,source_national_team_usage_before_final_minutes_promotion,club_context_available_usage_missing,missing_source_gap,missing_source_gap,before_role=unclear; before_start_probability=0.2; before_expected_minutes=22.8; club=Atlético Paranaense; club_status=source_verified; club_role_confidence=medium; club_minutes=867; club_starts=10; no_source_backed_nt_starts_or_minutes_in_current_repo
533,germany-alexander-nubel,Alexander Nübel,Germany,GK,4.7,P2,0.14,12.3,unclear,low,final_squad_confirmation|national_team_usage|qualifier_minutes|qualifier_starts,strong_club_context_missing_national_team_usage,source_national_team_usage_before_final_minutes_promotion,club_context_available_usage_missing,missing_source_gap,missing_source_gap,before_role=unclear; before_start_probability=0.14; before_expected_minutes=12.3; club=Stuttgart; club_status=source_verified; club_role_confidence=high; club_minutes=3060; club_starts=34; no_source_backed_nt_starts_or_minutes_in_current_repo
753,mexico-guillermo-martinez,Guillermo Martínez,Mexico,FWD,4.7,P2,0.18,23.7,unclear,low,final_squad_confirmation|national_team_usage|qualifier_minutes|qualifier_starts,strong_club_context_missing_national_team_usage,source_national_team_usage_before_final_minutes_promotion,club_context_available_usage_missing,missing_source_gap,missing_source_gap,before_role=unclear; before_start_probability=0.18; before_expected_minutes=23.7; club=Pumas; club_status=source_verified; club_role_confidence=high; club_minutes=1345; club_starts=13; no_source_backed_nt_starts_or_minutes_in_current_repo
742,mexico-jesus-gallardo,Jesús Gallardo,Mexico,DEF,4.7,P2,0.24,27.3,unclear,low,final_squad_confirmation|national_team_usage|qualifier_minutes|qualifier_starts,strong_club_context_missing_national_team_usage,source_national_team_usage_before_final_minutes_promotion,club_context_available_usage_missing,missing_source_gap,missing_source_gap,before_role=unclear; before_start_probability=0.24; before_expected_minutes=27.3; club=Toluca; club_status=source_verified; club_role_confidence=high; club_minutes=2697; club_starts=29; no_source_backed_nt_starts_or_minutes_in_current_repo
740,mexico-johan-vasquez,Johan Vásquez,Mexico,DEF,4.7,P2,0.24,27.3,unclear,low,final_squad_confirmation|national_team_usage|qualifier_minutes|qualifier_starts,strong_club_context_missing_national_team_usage,source_national_team_usage_before_final_minutes_promotion,club_context_available_usage_missing,missing_source_gap,missing_source_gap,before_role=unclear; before_start_probability=0.24; before_expected_minutes=27.3; club=Genoa; club_status=source_verified; club_role_confidence=high; club_minutes=3219; club_starts=9; no_source_backed_nt_starts_or_minutes_in_current_repo
738,mexico-obed-vargas,Obed Vargas,Mexico,MID,4.7,P2,0.18,21.5,unclear,low,final_squad_confirmation|national_team_usage|qualifier_minutes|qualifier_starts,strong_club_context_missing_national_team_usage,source_national_team_usage_before_final_minutes_promotion,club_context_available_usage_missing,missing_source_gap,missing_source_gap,before_role=unclear; before_start_probability=0.18; before_expected_minutes=21.5; club=Atlético Madrid; club_status=source_verified; club_role_confidence=high; club_minutes=742; club_starts=0; no_source_backed_nt_starts_or_minutes_in_current_repo
765,morocco-samir-el-mourabet,Samir El Mourabet,Morocco,MID,4.7,P2,0.22,24.1,unclear,low,final_squad_confirmation|national_team_usage|qualifier_minutes|qualifier_starts,strong_club_context_missing_national_team_usage,source_national_team_usage_before_final_minutes_promotion,club_context_available_usage_missing,missing_source_gap,missing_source_gap,before_role=unclear; before_start_probability=0.22; before_expected_minutes=24.1; club=Strasbourg; club_status=source_verified; club_role_confidence=high; club_minutes=2145; club_starts=25; no_source_backed_nt_starts_or_minutes_in_current_repo
2010,morocco-yassine-bounou,Yassine Bounou,Morocco,GK,4.7,P2,0.14,12.3,unclear,low,final_squad_confirmation|national_team_usage|qualifier_minutes|qualifier_starts,strong_club_context_missing_national_team_usage,source_national_team_usage_before_final_minutes_promotion,club_context_available_usage_missing,missing_source_gap,missing_source_gap,before_role=unclear; before_start_probability=0.14; before_expected_minutes=12.3; club=Al Hilal; club_status=source_verified; club_role_confidence=high; club_minutes=2340; club_starts=26; no_source_backed_nt_starts_or_minutes_in_current_repo
932,portugal-jose-sa,José Pedro Malheiro de Sá,Portugal,GK,4.7,P2,0.14,12.3,unclear,low,final_squad_confirmation|national_team_usage|qualifier_minutes|qualifier_starts,strong_club_context_missing_national_team_usage,source_national_team_usage_before_final_minutes_promotion,club_context_available_usage_missing,missing_source_gap,missing_source_gap,before_role=unclear; before_start_probability=0.14; before_expected_minutes=12.3; club=Wolverhampton Wanderers; club_status=source_verified; club_role_confidence=high; club_minutes=1890; club_starts=21; no_source_backed_nt_starts_or_minutes_in_current_repo
931,portugal-rui-silva,Rui Tiago Dantas da Silva,Portugal,GK,4.7,P2,0.14,12.3,unclear,low,final_squad_confirmation|national_team_usage|qualifier_minutes|qualifier_starts,strong_club_context_missing_national_team_usage,source_national_team_usage_before_final_minutes_promotion,club_context_available_usage_missing,missing_source_gap,missing_source_gap,before_role=unclear; before_start_probability=0.14; before_expected_minutes=12.3; club=Sporting CP; club_status=source_verified; club_role_confidence=high; club_minutes=2880; club_starts=32; no_source_backed_nt_starts_or_minutes_in_current_repo
2060,scotland-tyler-fletcher,Tyler Fletcher,Scotland,MID,4.7,P2,0.18,21.5,unclear,low,final_squad_confirmation|national_team_usage|qualifier_minutes|qualifier_starts,strong_club_context_missing_national_team_usage,source_national_team_usage_before_final_minutes_promotion,club_context_available_usage_missing,missing_source_gap,missing_source_gap,before_role=unclear; before_start_probability=0.18; before_expected_minutes=21.5; club=Manchester United; club_status=source_verified; club_role_confidence=medium; club_minutes=17; club_starts=0; no_source_backed_nt_starts_or_minutes_in_current_repo
1033,senegal-mamadou-sarr,Mamadou Sarr,Senegal,DEF,4.7,P2,0.2,24.4,unclear,low,final_squad_confirmation|national_team_usage|qualifier_minutes|qualifier_starts,strong_club_context_missing_national_team_usage,source_national_team_usage_before_final_minutes_promotion,club_context_available_usage_missing,missing_source_gap,missing_source_gap,before_role=unclear; before_start_probability=0.2; before_expected_minutes=24.4; club=Chelsea; club_status=source_verified; club_role_confidence=high; club_minutes=91; club_starts=1; no_source_backed_nt_starts_or_minutes_in_current_repo
1110,sweden-elliot-stroud,Elliot Stroud,Sweden,MID,4.7,P2,0.22,24.1,unclear,low,final_squad_confirmation|national_team_usage|qualifier_minutes|qualifier_starts,strong_club_context_missing_national_team_usage,source_national_team_usage_before_final_minutes_promotion,position_or_role_conflict,missing_source_gap,missing_source_gap,before_role=unclear; before_start_probability=0.22; before_expected_minutes=24.1; club=Mjällby AIF; club_status=source_verified; club_role_confidence=high; club_minutes=1794; club_starts=20; no_source_backed_nt_starts_or_minutes_in_current_repo
1161,tunisia-rani-khedira,Rani Khedira,Tunisia,MID,4.7,P2,0.22,24.1,unclear,low,final_squad_confirmation|national_team_usage|qualifier_minutes|qualifier_starts,strong_club_context_missing_national_team_usage,source_national_team_usage_before_final_minutes_promotion,club_context_available_usage_missing,missing_source_gap,missing_source_gap,before_role=unclear; before_start_probability=0.22; before_expected_minutes=24.1; club=Union Berlin; club_status=source_verified; club_role_confidence=high; club_minutes=2854; club_starts=32; no_source_backed_nt_starts_or_minutes_in_current_repo
1587,turkiye-aral-simsir,Aral Simsir,Türkiye,MID,4.7,P2,,,blocked,blocked,final_squad_confirmation|national_team_usage|qualifier_minutes|qualifier_starts,strong_club_context_missing_national_team_usage,keep_blocked_until_selectable_status_and_squad_review_are_resolved,manual_review_needed,missing_source_gap,missing_source_gap,before_role=blocked; before_start_probability=; before_expected_minutes=; club=FC Midtjylland; club_status=source_verified; club_role_confidence=medium; club_minutes=2037; club_starts=27; no_source_backed_nt_starts_or_minutes_in_current_repo; blocked_reasons=blocked_not_selectable|not_selectable|squad_review_status
