official_fantasy_player_id,internal_player_id,name,country,official_fantasy_position,official_price,priority,current_start_probability,current_expected_minutes,current_role_label,current_role_confidence,missing_fields,reason_for_targeting,recommended_action,source_gap_type,repo_evidence_status,planned_import_source_type,notes
1291,uzbekistan-jaloliddin-masharipov,Jaloliddin Masharipov,Uzbekistan,MID,6.1,P1,0.54,44.1,rotation_starter,low,final_squad_confirmation,high_price_low_role_confidence,keep_existing_conservative_low_confidence_treatment,manual_review_needed,missing_source_gap,missing_source_gap,before_role=rotation_starter; before_start_probability=0.54; before_expected_minutes=44.1
1340,thin-2-santiago-castro,Santiago Castro,Argentina,FWD,6,P1,,,blocked,blocked,club_context|club_minutes|club_starts|final_squad_confirmation|national_team_usage|qualifier_minutes|qualifier_starts,high_price_low_role_confidence|high_price_missing_national_team_usage,keep_blocked_until_selectable_status_and_squad_review_are_resolved,thin_profile,missing_source_gap,missing_source_gap,before_role=blocked; before_start_probability=; before_expected_minutes=; no_source_backed_nt_starts_or_minutes_in_current_repo; thin_profile_no_historical_context_invented; blocked_reasons=blocked_not_selectable|not_selectable|squad_review_status
2050,thin-3-cristian-volpato,Cristian Volpato,Australia,MID,6,P1,0.08,11.4,thin_profile_unclear,thin_profile,club_context|club_minutes|club_starts|final_squad_confirmation|national_team_usage|qualifier_minutes|qualifier_starts,high_price_low_role_confidence|high_price_missing_national_team_usage|high_price_start_probability_below_0.35,keep_thin_profile_conservative_until_source_backed_profile_enrichment,thin_profile,missing_source_gap,missing_source_gap,before_role=thin_profile_unclear; before_start_probability=0.08; before_expected_minutes=11.4; no_source_backed_nt_starts_or_minutes_in_current_repo; thin_profile_no_historical_context_invented
97,austria-sasa-kalajdzic,Sasa Kalajdzic,Austria,FWD,6,P1,0.19,24.3,unclear,low,final_squad_confirmation|national_team_usage|qualifier_minutes|qualifier_starts,high_price_low_role_confidence|high_price_missing_national_team_usage|high_price_start_probability_below_0.35|strong_club_context_missing_national_team_usage,source_national_team_usage_before_final_minutes_promotion,club_context_available_usage_missing,missing_source_gap,missing_source_gap,before_role=unclear; before_start_probability=0.19; before_expected_minutes=24.3; club=LASK; club_status=source_verified; club_role_confidence=high; club_minutes=1323; club_starts=15; no_source_backed_nt_starts_or_minutes_in_current_repo
245,canada-ismael-kone,Ismaël Koné,Canada,MID,6,P1,0.23,24.7,unclear,low,final_squad_confirmation|national_team_usage|qualifier_minutes|qualifier_starts,high_price_low_role_confidence|high_price_missing_national_team_usage|high_price_start_probability_below_0.35|strong_club_context_missing_national_team_usage,source_national_team_usage_before_final_minutes_promotion,club_context_available_usage_missing,missing_source_gap,missing_source_gap,before_role=unclear; before_start_probability=0.23; before_expected_minutes=24.7; club=Sassuolo; club_status=source_verified; club_role_confidence=high; club_minutes=2795; club_starts=8; no_source_backed_nt_starts_or_minutes_in_current_repo
1474,mexico-edson-alvarez,Edson Álvarez,Mexico,MID,6,P1,0.21,23.4,unclear,low,final_squad_confirmation|national_team_usage|qualifier_minutes|qualifier_starts,high_price_low_role_confidence|high_price_missing_national_team_usage|high_price_start_probability_below_0.35|strong_club_context_missing_national_team_usage|host_country_important_player|high_impact_watchlist_player,source_national_team_usage_before_final_minutes_promotion,club_context_available_usage_missing,source_backed_role_evidence_only,existing_repo_data,before_role=unclear; before_start_probability=0.21; before_expected_minutes=23.4; club=Fenerbahçe; club_status=source_verified; club_role_confidence=high; club_minutes=766; club_starts=10; no_source_backed_nt_starts_or_minutes_in_current_repo
1267,usa-folarin-balogun,Folarin Balogun,USA,FWD,6,P1,0.21,25.3,unclear,low,final_squad_confirmation|national_team_usage|qualifier_minutes|qualifier_starts,high_price_low_role_confidence|high_price_missing_national_team_usage|high_price_start_probability_below_0.35|strong_club_context_missing_national_team_usage|host_country_important_player|high_impact_watchlist_player,source_national_team_usage_before_final_minutes_promotion,club_context_available_usage_missing,source_backed_role_evidence_only,existing_repo_data,before_role=unclear; before_start_probability=0.21; before_expected_minutes=25.3; club=Monaco; club_status=source_verified; club_role_confidence=high; club_minutes=2281; club_starts=26; no_source_backed_nt_starts_or_minutes_in_current_repo
2033,usa-tyler-adams,Tyler Adams,USA,MID,5.3,P1,0.2,22.8,unclear,low,final_squad_confirmation|national_team_usage|qualifier_minutes|qualifier_starts,strong_club_context_missing_national_team_usage|host_country_important_player|high_impact_watchlist_player,source_national_team_usage_before_final_minutes_promotion,club_context_available_usage_missing,source_backed_recent_usage_found,official_federation,before_role=unclear; before_start_probability=0.2; before_expected_minutes=22.8; club=Bournemouth; club_status=source_verified; club_role_confidence=high; club_minutes=1474; club_starts=18; no_source_backed_nt_starts_or_minutes_in_current_repo
1258,usa-antonee-robinson,Antonee Robinson,USA,DEF,5,P1,0.22,25.8,unclear,low,final_squad_confirmation|national_team_usage|qualifier_minutes|qualifier_starts,strong_club_context_missing_national_team_usage|host_country_important_player|high_impact_watchlist_player,source_national_team_usage_before_final_minutes_promotion,club_context_available_usage_missing,source_backed_role_evidence_only,existing_repo_data,before_role=unclear; before_start_probability=0.22; before_expected_minutes=25.8; club=Fulham; club_status=source_verified; club_role_confidence=high; club_minutes=1127; club_starts=13; no_source_backed_nt_starts_or_minutes_in_current_repo
1961,canada-alphonso-davies,Alphonso Davies,Canada,DEF,4.9,P1,0.2,24.4,unclear,low,final_squad_confirmation|national_team_usage|qualifier_minutes|qualifier_starts,strong_club_context_missing_national_team_usage|host_country_important_player|high_impact_watchlist_player,source_national_team_usage_before_final_minutes_promotion,club_context_available_usage_missing,source_backed_recent_usage_found,official_federation,before_role=unclear; before_start_probability=0.2; before_expected_minutes=24.4; club=Bayern Munich; club_status=source_verified; club_role_confidence=high; club_minutes=521; club_starts=6; no_source_backed_nt_starts_or_minutes_in_current_repo
51,argentina-nicolas-paz,Nico Paz,Argentina,MID,5.9,P2,0.23,24.7,unclear,low,final_squad_confirmation|national_team_usage|qualifier_minutes|qualifier_starts,strong_club_context_missing_national_team_usage,source_national_team_usage_before_final_minutes_promotion,position_or_role_conflict,missing_source_gap,missing_source_gap,before_role=unclear; before_start_probability=0.23; before_expected_minutes=24.7; club=Como; club_status=source_verified; club_role_confidence=high; club_minutes=2905; club_starts=1; no_source_backed_nt_starts_or_minutes_in_current_repo
178,brazil-igor-thiago,Igor Thiago Nascimento Rodrigues,Brazil,FWD,5.9,P2,0.21,25.3,unclear,low,final_squad_confirmation|national_team_usage|qualifier_minutes|qualifier_starts,strong_club_context_missing_national_team_usage,source_national_team_usage_before_final_minutes_promotion,club_context_available_usage_missing,missing_source_gap,missing_source_gap,before_role=unclear; before_start_probability=0.21; before_expected_minutes=25.3; club=Brentford; club_status=source_verified; club_role_confidence=high; club_minutes=2922; club_starts=33; no_source_backed_nt_starts_or_minutes_in_current_repo
309,cote-d-ivoire-elye-wahi,Elye Wahi,Côte d'Ivoire,FWD,5.9,P2,0.19,24.3,unclear,low,final_squad_confirmation|national_team_usage|qualifier_minutes|qualifier_starts,strong_club_context_missing_national_team_usage,source_national_team_usage_before_final_minutes_promotion,club_context_available_usage_missing,missing_source_gap,missing_source_gap,before_role=unclear; before_start_probability=0.19; before_expected_minutes=24.3; club=Nice; club_status=source_verified; club_role_confidence=high; club_minutes=937; club_starts=11; no_source_backed_nt_starts_or_minutes_in_current_repo
760,mexico-carlos-rodriguez,Carlos Rodríguez,Mexico,MID,5.9,P2,,,blocked,blocked,final_squad_confirmation|national_team_usage|qualifier_minutes|qualifier_starts,strong_club_context_missing_national_team_usage,keep_blocked_until_selectable_status_and_squad_review_are_resolved,manual_review_needed,missing_source_gap,missing_source_gap,before_role=blocked; before_start_probability=; before_expected_minutes=; club=Cruz Azul; club_status=source_verified; club_role_confidence=high; club_minutes=3397; club_starts=39; no_source_backed_nt_starts_or_minutes_in_current_repo; blocked_reasons=blocked_not_selectable|not_selectable|squad_review_status
1472,mexico-diego-lainez,Diego Lainez,Mexico,MID,5.9,P2,,,blocked,blocked,final_squad_confirmation|national_team_usage|qualifier_minutes|qualifier_starts,strong_club_context_missing_national_team_usage,keep_blocked_until_selectable_status_and_squad_review_are_resolved,manual_review_needed,missing_source_gap,missing_source_gap,before_role=blocked; before_start_probability=; before_expected_minutes=; club=Tigres UANL; club_status=source_verified; club_role_confidence=high; club_minutes=2957; club_starts=32; no_source_backed_nt_starts_or_minutes_in_current_repo; blocked_reasons=blocked_not_selectable|not_selectable|squad_review_status
1470,mexico-marcel-ruiz,Marcel Ruiz,Mexico,MID,5.9,P2,,,blocked,blocked,final_squad_confirmation|national_team_usage|qualifier_minutes|qualifier_starts,strong_club_context_missing_national_team_usage,keep_blocked_until_selectable_status_and_squad_review_are_resolved,manual_review_needed,missing_source_gap,missing_source_gap,before_role=blocked; before_start_probability=; before_expected_minutes=; club=Toluca; club_status=source_verified; club_role_confidence=high; club_minutes=2682; club_starts=29; no_source_backed_nt_starts_or_minutes_in_current_repo; blocked_reasons=blocked_not_selectable|not_selectable|squad_review_status
1150,switzerland-noah-okafor,Noah Okafor,Switzerland,FWD,5.9,P2,0.19,24.3,unclear,low,final_squad_confirmation|national_team_usage|qualifier_minutes|qualifier_starts,strong_club_context_missing_national_team_usage,source_national_team_usage_before_final_minutes_promotion,club_context_available_usage_missing,missing_source_gap,missing_source_gap,before_role=unclear; before_start_probability=0.19; before_expected_minutes=24.3; club=Leeds United; club_status=source_verified; club_role_confidence=high; club_minutes=1566; club_starts=19; no_source_backed_nt_starts_or_minutes_in_current_repo
1266,usa-ricardo-pepi,Ricardo Pepi,USA,FWD,5.9,P2,0.19,24.3,unclear,low,final_squad_confirmation|national_team_usage|qualifier_minutes|qualifier_starts,strong_club_context_missing_national_team_usage,source_national_team_usage_before_final_minutes_promotion,club_context_available_usage_missing,missing_source_gap,missing_source_gap,before_role=unclear; before_start_probability=0.19; before_expected_minutes=24.3; club=PSV Eindhoven; club_status=source_verified; club_role_confidence=high; club_minutes=1413; club_starts=16; no_source_backed_nt_starts_or_minutes_in_current_repo
927,portugal-goncalo-guedes,Gonçalo Manuel Ganchinho Guedes,Portugal,FWD,5.8,P2,0.21,25.3,unclear,low,final_squad_confirmation|national_team_usage|qualifier_minutes|qualifier_starts,strong_club_context_missing_national_team_usage,source_national_team_usage_before_final_minutes_promotion,club_context_available_usage_missing,missing_source_gap,missing_source_gap,before_role=unclear; before_start_probability=0.21; before_expected_minutes=25.3; club=Real Sociedad; club_status=source_verified; club_role_confidence=high; club_minutes=1833; club_starts=17; no_source_backed_nt_starts_or_minutes_in_current_repo
1265,usa-timothy-weah,Timothy Weah,USA,MID,5.8,P2,0.23,24.7,unclear,low,final_squad_confirmation|national_team_usage|qualifier_minutes|qualifier_starts,strong_club_context_missing_national_team_usage,source_national_team_usage_before_final_minutes_promotion,club_context_available_usage_missing,missing_source_gap,missing_source_gap,before_role=unclear; before_start_probability=0.23; before_expected_minutes=24.7; club=Marseille; club_status=source_verified; club_role_confidence=medium; club_minutes=2258; club_starts=26; no_source_backed_nt_starts_or_minutes_in_current_repo
244,canada-marcelo-flores,Marcelo Flores,Canada,MID,5.7,P2,0.21,23.4,unclear,low,final_squad_confirmation|national_team_usage|qualifier_minutes|qualifier_starts,strong_club_context_missing_national_team_usage,source_national_team_usage_before_final_minutes_promotion,club_context_available_usage_missing,missing_source_gap,missing_source_gap,before_role=unclear; before_start_probability=0.21; before_expected_minutes=23.4; club=Tigres UANL; club_status=source_verified; club_role_confidence=high; club_minutes=957; club_starts=11; no_source_backed_nt_starts_or_minutes_in_current_repo
807,netherlands-brian-brobbey,Brian Brobbey,Netherlands,FWD,5.7,P2,0.19,24.3,unclear,low,final_squad_confirmation|national_team_usage|qualifier_minutes|qualifier_starts,strong_club_context_missing_national_team_usage,source_national_team_usage_before_final_minutes_promotion,club_context_available_usage_missing,missing_source_gap,missing_source_gap,before_role=unclear; before_start_probability=0.19; before_expected_minutes=24.3; club=Sunderland; club_status=source_verified; club_role_confidence=high; club_minutes=1623; club_starts=18; no_source_backed_nt_starts_or_minutes_in_current_repo
1687,paraguay-carlos-gonzalez,Carlos González,Paraguay,FWD,5.7,P2,,,blocked,blocked,final_squad_confirmation|national_team_usage|qualifier_minutes|qualifier_starts,strong_club_context_missing_national_team_usage,keep_blocked_until_selectable_status_and_squad_review_are_resolved,manual_review_needed,missing_source_gap,missing_source_gap,before_role=blocked; before_start_probability=; before_expected_minutes=; club=Independiente del Valle; club_status=source_verified; club_role_confidence=medium; club_minutes=2173; club_starts=25; no_source_backed_nt_starts_or_minutes_in_current_repo; blocked_reasons=blocked_not_selectable|not_selectable|squad_review_status
1253,usa-brenden-aaronson,Brenden Aaronson,USA,MID,5.7,P2,0.23,24.7,unclear,low,final_squad_confirmation|national_team_usage|qualifier_minutes|qualifier_starts,strong_club_context_missing_national_team_usage,source_national_team_usage_before_final_minutes_promotion,club_context_available_usage_missing,missing_source_gap,missing_source_gap,before_role=unclear; before_start_probability=0.23; before_expected_minutes=24.7; club=Leeds United; club_status=source_verified; club_role_confidence=high; club_minutes=2459; club_starts=30; no_source_backed_nt_starts_or_minutes_in_current_repo
110,austria-paul-wanner,Paul Wanner,Austria,MID,5.6,P2,0.21,23.4,unclear,low,final_squad_confirmation|national_team_usage|qualifier_minutes|qualifier_starts,strong_club_context_missing_national_team_usage,source_national_team_usage_before_final_minutes_promotion,club_context_available_usage_missing,missing_source_gap,missing_source_gap,before_role=unclear; before_start_probability=0.21; before_expected_minutes=23.4; club=PSV Eindhoven; club_status=source_verified; club_role_confidence=high; club_minutes=1640; club_starts=19; no_source_backed_nt_starts_or_minutes_in_current_repo
1525,belgium-matias-fernandez-pardo,Matias Fernandez-Pardo,Belgium,FWD,5.6,P2,0.21,25.3,unclear,low,final_squad_confirmation|national_team_usage|qualifier_minutes|qualifier_starts,strong_club_context_missing_national_team_usage,source_national_team_usage_before_final_minutes_promotion,club_context_available_usage_missing,missing_source_gap,missing_source_gap,before_role=unclear; before_start_probability=0.21; before_expected_minutes=25.3; club=Lille; club_status=source_verified; club_role_confidence=high; club_minutes=2408; club_starts=27; no_source_backed_nt_starts_or_minutes_in_current_repo
179,brazil-rayan,Rayan Vitor Simplício Rocha,Brazil,FWD,5.6,P2,0.17,23.2,unclear,low,final_squad_confirmation|national_team_usage|qualifier_minutes|qualifier_starts,strong_club_context_missing_national_team_usage,source_national_team_usage_before_final_minutes_promotion,club_context_available_usage_missing,missing_source_gap,missing_source_gap,before_role=unclear; before_start_probability=0.17; before_expected_minutes=23.2; club=Bournemouth; club_status=source_verified; club_role_confidence=high; club_minutes=792; club_starts=9; no_source_backed_nt_starts_or_minutes_in_current_repo
243,canada-jonathan-osorio,Jonathan Osorio,Canada,MID,5.6,P2,0.23,24.7,unclear,low,final_squad_confirmation|national_team_usage|qualifier_minutes|qualifier_starts,strong_club_context_missing_national_team_usage,source_national_team_usage_before_final_minutes_promotion,club_context_available_usage_missing,missing_source_gap,missing_source_gap,before_role=unclear; before_start_probability=0.23; before_expected_minutes=24.7; club=Toronto FC; club_status=source_verified; club_role_confidence=high; club_minutes=2166; club_starts=24; no_source_backed_nt_starts_or_minutes_in_current_repo
267,colombia-juan-fernando-quintero,Juan Fernando Quintero,Colombia,MID,5.6,P2,0.21,23.4,unclear,low,final_squad_confirmation|national_team_usage|qualifier_minutes|qualifier_starts,strong_club_context_missing_national_team_usage,source_national_team_usage_before_final_minutes_promotion,club_context_available_usage_missing,missing_source_gap,missing_source_gap,before_role=unclear; before_start_probability=0.21; before_expected_minutes=23.4; club=River Plate; club_status=source_verified; club_role_confidence=high; club_minutes=1324; club_starts=14; no_source_backed_nt_starts_or_minutes_in_current_repo
701,jordan-mousa-al-tamari,Mousa Mohammad Mousa Sulaiman Al Tamari,Jordan,FWD,5.6,P2,0.21,25.3,unclear,low,final_squad_confirmation|national_team_usage|qualifier_minutes|qualifier_starts,strong_club_context_missing_national_team_usage,source_national_team_usage_before_final_minutes_promotion,club_context_available_usage_missing,missing_source_gap,missing_source_gap,before_role=unclear; before_start_probability=0.21; before_expected_minutes=25.3; club=Montpellier; club_status=source_verified; club_role_confidence=medium; club_minutes=2221; club_starts=25; no_source_backed_nt_starts_or_minutes_in_current_repo
733,korea-republic-jens-castrop-borussia-monchengladbach,Jens Castrop,Korea Republic,MID,5.6,P2,0.23,24.7,unclear,low,final_squad_confirmation|national_team_usage|qualifier_minutes|qualifier_starts,strong_club_context_missing_national_team_usage,source_national_team_usage_before_final_minutes_promotion,position_or_role_conflict,missing_source_gap,missing_source_gap,before_role=unclear; before_start_probability=0.23; before_expected_minutes=24.7; club=Borussia Monchengladbach; club_status=source_verified; club_role_confidence=high; club_minutes=1665; club_starts=20; no_source_backed_nt_starts_or_minutes_in_current_repo
759,mexico-erik-lira,Érik Lira,Mexico,MID,5.6,P2,0.23,24.7,unclear,low,final_squad_confirmation|national_team_usage|qualifier_minutes|qualifier_starts,strong_club_context_missing_national_team_usage,source_national_team_usage_before_final_minutes_promotion,club_context_available_usage_missing,missing_source_gap,missing_source_gap,before_role=unclear; before_start_probability=0.23; before_expected_minutes=24.7; club=Cruz Azul; club_status=source_verified; club_role_confidence=high; club_minutes=3002; club_starts=34; no_source_backed_nt_starts_or_minutes_in_current_repo
749,mexico-german-berterame,Germán Berterame,Mexico,FWD,5.6,P2,,,blocked,blocked,final_squad_confirmation|national_team_usage|qualifier_minutes|qualifier_starts,strong_club_context_missing_national_team_usage,keep_blocked_until_selectable_status_and_squad_review_are_resolved,manual_review_needed,missing_source_gap,missing_source_gap,before_role=blocked; before_start_probability=; before_expected_minutes=; club=Inter Miami; club_status=source_verified; club_role_confidence=high; club_minutes=1135; club_starts=12; no_source_backed_nt_starts_or_minutes_in_current_repo; blocked_reasons=blocked_not_selectable|not_selectable|squad_review_status
750,mexico-julian-quinones,Julián Quiñones,Mexico,FWD,5.6,P2,0.21,25.3,unclear,low,final_squad_confirmation|national_team_usage|qualifier_minutes|qualifier_starts,strong_club_context_missing_national_team_usage,source_national_team_usage_before_final_minutes_promotion,club_context_available_usage_missing,missing_source_gap,missing_source_gap,before_role=unclear; before_start_probability=0.21; before_expected_minutes=25.3; club=Al-Qadsiah; club_status=source_verified; club_role_confidence=high; club_minutes=2724; club_starts=31; no_source_backed_nt_starts_or_minutes_in_current_repo
891,paraguay-lucas-romero,Lucas Romero,Paraguay,MID,5.6,P2,,,blocked,blocked,final_squad_confirmation|national_team_usage|qualifier_minutes|qualifier_starts,strong_club_context_missing_national_team_usage,keep_blocked_until_selectable_status_and_squad_review_are_resolved,manual_review_needed,missing_source_gap,missing_source_gap,before_role=blocked; before_start_probability=; before_expected_minutes=; club=Universidad de Chile; club_status=source_verified; club_role_confidence=medium; club_minutes=2675; club_starts=32; no_source_backed_nt_starts_or_minutes_in_current_repo; blocked_reasons=blocked_not_selectable|not_selectable|squad_review_status
915,portugal-samu-costa,Samuel de Almeida Costa,Portugal,MID,5.6,P2,0.23,24.7,unclear,low,final_squad_confirmation|national_team_usage|qualifier_minutes|qualifier_starts,strong_club_context_missing_national_team_usage,source_national_team_usage_before_final_minutes_promotion,club_context_available_usage_missing,missing_source_gap,missing_source_gap,before_role=unclear; before_start_probability=0.23; before_expected_minutes=24.7; club=Mallorca; club_status=source_verified; club_role_confidence=high; club_minutes=2731; club_starts=18; no_source_backed_nt_starts_or_minutes_in_current_repo
228,canada-tajon-buchanan,Tajon Buchanan,Canada,FWD,5.5,P2,0.21,25.3,unclear,low,final_squad_confirmation|national_team_usage|qualifier_minutes|qualifier_starts,strong_club_context_missing_national_team_usage,source_national_team_usage_before_final_minutes_promotion,position_or_role_conflict,missing_source_gap,missing_source_gap,before_role=unclear; before_start_probability=0.21; before_expected_minutes=25.3; club=Villarreal CF; club_status=source_verified; club_role_confidence=high; club_minutes=1873; club_starts=15; no_source_backed_nt_starts_or_minutes_in_current_repo
392,czechia-pavel-bucha,Pavel Bucha,Czechia,MID,5.5,P2,,,blocked,blocked,final_squad_confirmation|national_team_usage|qualifier_minutes|qualifier_starts,strong_club_context_missing_national_team_usage,keep_blocked_until_selectable_status_and_squad_review_are_resolved,manual_review_needed,missing_source_gap,missing_source_gap,before_role=blocked; before_start_probability=; before_expected_minutes=; club=FC Cincinnati; club_status=source_verified; club_role_confidence=high; club_minutes=2785; club_starts=32; no_source_backed_nt_starts_or_minutes_in_current_repo; blocked_reasons=blocked_not_selectable|not_selectable|squad_review_status
1484,mexico-efrain-alvarez,Efraín Álvarez,Mexico,MID,5.5,P2,,,blocked,blocked,final_squad_confirmation|national_team_usage|qualifier_minutes|qualifier_starts,strong_club_context_missing_national_team_usage,keep_blocked_until_selectable_status_and_squad_review_are_resolved,manual_review_needed,missing_source_gap,missing_source_gap,before_role=blocked; before_start_probability=; before_expected_minutes=; club=Guadalajara; club_status=source_verified; club_role_confidence=high; club_minutes=2518; club_starts=35; no_source_backed_nt_starts_or_minutes_in_current_repo; blocked_reasons=blocked_not_selectable|not_selectable|squad_review_status
1478,mexico-luis-romo,Luis Romo,Mexico,MID,5.5,P2,0.23,24.7,unclear,low,final_squad_confirmation|national_team_usage|qualifier_minutes|qualifier_starts,strong_club_context_missing_national_team_usage,source_national_team_usage_before_final_minutes_promotion,club_context_available_usage_missing,missing_source_gap,missing_source_gap,before_role=unclear; before_start_probability=0.23; before_expected_minutes=24.7; club=Guadalajara; club_status=source_verified; club_role_confidence=high; club_minutes=2469; club_starts=28; no_source_backed_nt_starts_or_minutes_in_current_repo
1674,morocco-ayyoub-bouaddi,Ayyoub Bouaddi,Morocco,MID,5.5,P2,0.23,24.7,unclear,low,final_squad_confirmation|national_team_usage|qualifier_minutes|qualifier_starts,strong_club_context_missing_national_team_usage,source_national_team_usage_before_final_minutes_promotion,club_context_available_usage_missing,missing_source_gap,missing_source_gap,before_role=unclear; before_start_probability=0.23; before_expected_minutes=24.7; club=Lille; club_status=source_verified; club_role_confidence=high; club_minutes=2354; club_starts=28; no_source_backed_nt_starts_or_minutes_in_current_repo
1685,paraguay-lorenzo-melgarejo,Lorenzo Melgarejo,Paraguay,MID,5.5,P2,,,blocked,blocked,final_squad_confirmation|national_team_usage|qualifier_minutes|qualifier_starts,strong_club_context_missing_national_team_usage,keep_blocked_until_selectable_status_and_squad_review_are_resolved,manual_review_needed,missing_source_gap,missing_source_gap,before_role=blocked; before_start_probability=; before_expected_minutes=; club=Libertad; club_status=source_verified; club_role_confidence=high; club_minutes=1368; club_starts=16; no_source_backed_nt_starts_or_minutes_in_current_repo; blocked_reasons=blocked_not_selectable|not_selectable|squad_review_status
1958,saudi-arabia-mohammed-abu-al-shamat,Mohammed bin Waheeb bin Saeed Abu Al Shamat,Saudi Arabia,MID,5.5,P2,0.23,24.7,unclear,low,final_squad_confirmation|national_team_usage|qualifier_minutes|qualifier_starts,strong_club_context_missing_national_team_usage,source_national_team_usage_before_final_minutes_promotion,position_or_role_conflict,missing_source_gap,missing_source_gap,before_role=unclear; before_start_probability=0.23; before_expected_minutes=24.7; club=Al-Qadsiah; club_status=source_verified; club_role_confidence=high; club_minutes=2551; club_starts=29; no_source_backed_nt_starts_or_minutes_in_current_repo
2035,usa-alejandro-zendejas,Álex Zendejas,USA,MID,5.5,P2,0.23,24.7,unclear,low,final_squad_confirmation|national_team_usage|qualifier_minutes|qualifier_starts,strong_club_context_missing_national_team_usage,source_national_team_usage_before_final_minutes_promotion,club_context_available_usage_missing,missing_source_gap,missing_source_gap,before_role=unclear; before_start_probability=0.23; before_expected_minutes=24.7; club=Club America; club_status=source_verified; club_role_confidence=high; club_minutes=2102; club_starts=23; no_source_backed_nt_starts_or_minutes_in_current_repo
1256,usa-gio-reyna,Giovanni Reyna,USA,MID,5.5,P2,0.19,22.2,unclear,low,final_squad_confirmation|national_team_usage|qualifier_minutes|qualifier_starts,strong_club_context_missing_national_team_usage,source_national_team_usage_before_final_minutes_promotion,club_context_available_usage_missing,missing_source_gap,missing_source_gap,before_role=unclear; before_start_probability=0.19; before_expected_minutes=22.2; club=Borussia Mönchengladbach; club_status=source_verified; club_role_confidence=high; club_minutes=485; no_source_backed_nt_starts_or_minutes_in_current_repo
1970,canada-promise-david,Promise David,Canada,FWD,5.4,P2,0.18,23.7,unclear,low,final_squad_confirmation|national_team_usage|qualifier_minutes|qualifier_starts,strong_club_context_missing_national_team_usage,source_national_team_usage_before_final_minutes_promotion,club_context_available_usage_missing,missing_source_gap,missing_source_gap,before_role=unclear; before_start_probability=0.18; before_expected_minutes=23.7; club=Union Saint-Gilloise; club_status=source_verified; club_role_confidence=high; club_minutes=1496; club_starts=17; no_source_backed_nt_starts_or_minutes_in_current_repo
43,argentina-jose-manuel-lopez,José Manuel López,Argentina,FWD,5.3,P2,0.18,23.7,unclear,low,final_squad_confirmation|national_team_usage|qualifier_minutes|qualifier_starts,strong_club_context_missing_national_team_usage,source_national_team_usage_before_final_minutes_promotion,club_context_available_usage_missing,missing_source_gap,missing_source_gap,before_role=unclear; before_start_probability=0.18; before_expected_minutes=23.7; club=Palmeiras; club_status=source_verified; club_role_confidence=high; club_minutes=1313; club_starts=17; no_source_backed_nt_starts_or_minutes_in_current_repo
242,canada-mathieu-choiniere,Mathieu Choinière,Canada,MID,5.3,P2,0.2,22.8,unclear,low,final_squad_confirmation|national_team_usage|qualifier_minutes|qualifier_starts,strong_club_context_missing_national_team_usage,source_national_team_usage_before_final_minutes_promotion,club_context_available_usage_missing,missing_source_gap,missing_source_gap,before_role=unclear; before_start_probability=0.2; before_expected_minutes=22.8; club=LAFC; club_status=source_verified; club_role_confidence=high; club_minutes=1481; club_starts=16; no_source_backed_nt_starts_or_minutes_in_current_repo
751,mexico-alexis-vega,Alexis Vega,Mexico,FWD,5.3,P2,0.18,23.7,unclear,low,final_squad_confirmation|national_team_usage|qualifier_minutes|qualifier_starts,strong_club_context_missing_national_team_usage,source_national_team_usage_before_final_minutes_promotion,club_context_available_usage_missing,missing_source_gap,missing_source_gap,before_role=unclear; before_start_probability=0.18; before_expected_minutes=23.7; club=Toluca; club_status=source_verified; club_role_confidence=high; club_minutes=1496; club_starts=17; no_source_backed_nt_starts_or_minutes_in_current_repo
752,mexico-roberto-alvarado,Roberto Alvarado,Mexico,FWD,5.3,P2,0.2,24.8,unclear,low,final_squad_confirmation|national_team_usage|qualifier_minutes|qualifier_starts,strong_club_context_missing_national_team_usage,source_national_team_usage_before_final_minutes_promotion,position_or_role_conflict,missing_source_gap,missing_source_gap,before_role=unclear; before_start_probability=0.2; before_expected_minutes=24.8; club=Guadalajara; club_status=source_verified; club_role_confidence=high; club_minutes=2363; club_starts=27; no_source_backed_nt_starts_or_minutes_in_current_repo
2024,morocco-abde-ezzalzouli,Abde Ezzalzouli,Morocco,FWD,5.3,P2,0.2,24.8,unclear,low,final_squad_confirmation|national_team_usage|qualifier_minutes|qualifier_starts,strong_club_context_missing_national_team_usage,source_national_team_usage_before_final_minutes_promotion,club_context_available_usage_missing,missing_source_gap,missing_source_gap,before_role=unclear; before_start_probability=0.2; before_expected_minutes=24.8; club=Real Betis; club_status=source_verified; club_role_confidence=medium; club_minutes=2251; club_starts=26; no_source_backed_nt_starts_or_minutes_in_current_repo
2044,netherlands-crysencio-summerville,Crysencio Summerville,Netherlands,MID,5.3,P2,0.22,24.1,unclear,low,final_squad_confirmation|national_team_usage|qualifier_minutes|qualifier_starts,strong_club_context_missing_national_team_usage,source_national_team_usage_before_final_minutes_promotion,position_or_role_conflict,missing_source_gap,missing_source_gap,before_role=unclear; before_start_probability=0.22; before_expected_minutes=24.1; club=West Ham United; club_status=source_verified; club_role_confidence=high; club_minutes=2113; club_starts=25; no_source_backed_nt_starts_or_minutes_in_current_repo
